position,Frequency_Hz,Magnitude_dB,Color,Phase_deg,STI,STI_Degradation_%
TheHub-BackCorner,211.91,-13.92,#1f77b4,-177.88,0.8,16.11
TheHub-BackCorner,227.15,-13.98,#1f77b4,-177.73,0.8,16.11
TheHub-BackCorner,243.48,-13.49,#1f77b4,-177.57,0.8,16.11
TheHub-BackCorner,260.98,-13.75,#1f77b4,-177.39,0.8,16.11
TheHub-BackCorner,279.74,-14.09,#1f77b4,-177.2,0.8,16.11
TheHub-BackCorner,299.85,-12.59,#1f77b4,-177.0,0.8,16.11
TheHub-BackCorner,321.41,-11.44,#1f77b4,-176.79,0.8,16.11
TheHub-BackCorner,344.52,-10.46,#1f77b4,-176.55,0.8,16.11
TheHub-BackCorner,369.28,-9.87,#1f77b4,-176.31,0.8,16.11
TheHub-BackCorner,395.83,-9.45,#1f77b4,-176.04,0.8,16.11
TheHub-BackCorner,424.29,-10.01,#1f77b4,-175.76,0.8,16.11
TheHub-BackCorner,454.79,-11.45,#1f77b4,-175.45,0.8,16.11
TheHub-BackCorner,487.49,-12.02,#1f77b4,-175.13,0.8,16.11
TheHub-BackCorner,522.54,-12.96,#1f77b4,-174.77,0.8,16.11
TheHub-BackCorner,560.1,-13.69,#1f77b4,-174.4,0.8,16.11
TheHub-BackCorner,600.37,-12.37,#1f77b4,-174.0,0.8,16.11
TheHub-BackCorner,643.53,-10.78,#1f77b4,-173.56,0.8,16.11
TheHub-BackCorner,689.79,-9.72,#1f77b4,-173.1,0.8,16.11
TheHub-BackCorner,739.38,-8.09,#1f77b4,-172.61,0.8,16.11
TheHub-BackCorner,792.54,-8.81,#1f77b4,-172.07,0.8,16.11
TheHub-BackCorner,849.51,-10.46,#1f77b4,-171.5,0.8,16.11
TheHub-BackCorner,910.59,-18.47,#1f77b4,-170.89,0.8,16.11
TheHub-BackCorner,976.05,-33.1,#1f77b4,-170.24,0.8,16.11
TheHub-BackCorner,1046.22,-58.11,#1f77b4,-169.54,0.8,16.11
TheHub-BackCorner,1121.43,-98.31,#1f77b4,-168.79,0.8,16.11
TheHub-BackCorner,1202.06,-159.59,#1f77b4,-167.98,0.8,16.11
TheHub-BackCorner,1288.47,-250.76,#1f77b4,-167.12,0.8,16.11
TheHub-BackCorner,1381.1,-381.24,#1f77b4,-166.19,0.8,16.11
TheHub-BackCorner,1480.39,-563.08,#1f77b4,-165.2,0.8,16.11
TheHub-BackCorner,1586.82,-813.71,#1f77b4,-164.13,0.8,16.11
TheHub-BackCorner,1700.9,-1156.62,#1f77b4,-162.99,0.8,16.11
TheHub-BackCorner,1823.18,-1616.62,#1f77b4,-161.77,0.8,16.11
TheHub-BackCorner,1954.25,-2232.44,#1f77b4,-160.46,0.8,16.11
TheHub-BackCorner,2094.74,-3043.93,#1f77b4,-159.05,0.8,16.11
TheHub-BackCorner,2245.34,-4111.32,#1f77b4,-157.55,0.8,16.11
TheHub-BackCorner,2406.76,-5504.89,#1f77b4,-155.93,0.8,16.11
TheHub-BackCorner,2579.78,-7312.34,#1f77b4,-154.2,0.8,16.11
TheHub-BackCorner,2765.24,-9646.96,#1f77b4,-152.35,0.8,16.11
TheHub-BackCorner,2964.04,-12650.29,#1f77b4,-150.36,0.8,16.11
TheHub-BackCorner,3177.13,-16497.54,#1f77b4,-148.23,0.8,16.11
TheHub-BackCorner,3405.54,-21411.3,#1f77b4,-145.94,0.8,16.11
TheHub-BackCorner,3650.37,-27668.67,#1f77b4,-143.5,0.8,16.11
TheHub-BackCorner,3912.8,-35612.51,#1f77b4,-140.87,0.8,16.11
TheHub-BackCorner,4194.09,-45673.59,#1f77b4,-138.06,0.8,16.11
TheHub-BackCorner,4495.61,-58387.25,#1f77b4,-135.04,0.8,16.11
TheHub-BackCorner,4818.81,-74422.18,#1f77b4,-131.81,0.8,16.11
TheHub-BackCorner,5165.24,-94606.08,#1f77b4,-128.35,0.8,16.11
TheHub-BackCorner,5536.57,-119971.0,#1f77b4,-124.63,0.8,16.11
TheHub-BackCorner,5934.6,-151796.5,#1f77b4,-120.65,0.8,16.11
TheHub-BackCorner,6361.25,-191673.92,#1f77b4,-116.39,0.8,16.11
TheHub-BackCorner,6818.57,-241573.59,#1f77b4,-111.81,0.8,16.11
TheHub-BackCorner,7308.77,-303940.85,#1f77b4,-106.91,0.8,16.11
TheHub-BackCorner,7834.2,-381807.72,#1f77b4,-101.66,0.8,16.11
TheHub-BackCorner,8397.41,-478926.21,#1f77b4,-96.03,0.8,16.11
TheHub-BackCorner,9001.12,-599946.17,#1f77b4,-89.99,0.8,16.11
TheHub-BackCorner,9648.22,-750619.56,#1f77b4,-83.52,0.8,16.11
TheHub-BackCorner,10341.84,-938064.8,#1f77b4,-76.58,0.8,16.11
TheHub-BackCorner,11085.33,-1171090.52,#1f77b4,-69.15,0.8,16.11
TheHub-BackCorner,11882.27,-1460582.95,#1f77b4,-61.18,0.8,16.11
TheHub-BackCorner,12736.5,-1820004.86,#1f77b4,-52.64,0.8,16.11
TheHub-BackCorner,13652.14,-2265991.56,#1f77b4,-43.48,0.8,16.11
TheHub-BackCorner,14633.61,-2819096.73,#1f77b4,-33.66,0.8,16.11
TheHub-BackCorner,15685.64,-3504714.11,#1f77b4,-23.14,0.8,16.11
TheHub-BackCorner,16813.31,-4354201.78,#1f77b4,-11.87,0.8,16.11
TheHub-BackCorner,18022.04,-5406284.64,#1f77b4,0.22,0.8,16.11
TheHub-BackCorner,19317.66,-6708768.86,#1f77b4,13.18,0.8,16.11
TheHub-Chair1,20.0,-142.43,#2ca02c,-179.8,0.84,11.09
TheHub-Chair1,21.44,-130.52,#2ca02c,-179.79,0.84,11.09
TheHub-Chair1,22.98,-117.74,#2ca02c,-179.77,0.84,11.09
TheHub-Chair1,24.63,-106.14,#2ca02c,-179.75,0.84,11.09
TheHub-Chair1,26.4,-93.93,#2ca02c,-179.74,0.84,11.09
TheHub-Chair1,28.3,-81.06,#2ca02c,-179.72,0.84,11.09
TheHub-Chair1,30.33,-70.46,#2ca02c,-179.7,0.84,11.09
TheHub-Chair1,32.52,-59.31,#2ca02c,-179.67,0.84,11.09
TheHub-Chair1,34.85,-47.26,#2ca02c,-179.65,0.84,11.09
TheHub-Chair1,37.36,-38.96,#2ca02c,-179.63,0.84,11.09
TheHub-Chair1,40.04,-29.53,#2ca02c,-179.6,0.84,11.09
TheHub-Chair1,42.92,-22.57,#2ca02c,-179.57,0.84,11.09
TheHub-Chair1,46.01,-15.3,#2ca02c,-179.54,0.84,11.09
TheHub-Chair1,49.32,-10.51,#2ca02c,-179.51,0.84,11.09
TheHub-Chair1,52.86,-6.87,#2ca02c,-179.47,0.84,11.09
TheHub-Chair1,56.66,-4.02,#2ca02c,-179.43,0.84,11.09
TheHub-Chair1,60.74,-4.44,#2ca02c,-179.39,0.84,11.09
TheHub-Chair1,65.1,-4.51,#2ca02c,-179.35,0.84,11.09
TheHub-Chair1,69.78,-6.68,#2ca02c,-179.3,0.84,11.09
TheHub-Chair1,74.8,-8.22,#2ca02c,-179.25,0.84,11.09
TheHub-Chair1,80.18,-10.58,#2ca02c,-179.2,0.84,11.09
TheHub-Chair1,85.94,-10.63,#2ca02c,-179.14,0.84,11.09
TheHub-Chair1,92.12,-9.23,#2ca02c,-179.08,0.84,11.09
TheHub-Chair1,98.74,-8.15,#2ca02c,-179.01,0.84,11.09
TheHub-Chair1,105.84,-6.4,#2ca02c,-178.94,0.84,11.09
TheHub-Chair1,113.45,-4.83,#2ca02c,-178.87,0.84,11.09
TheHub-Chair1,121.6,-3.92,#2ca02c,-178.78,0.84,11.09
TheHub-Chair1,130.35,-2.03,#2ca02c,-178.7,0.84,11.09
TheHub-Chair1,139.72,-0.8,#2ca02c,-178.6,0.84,11.09
TheHub-Chair1,149.76,0.48,#2ca02c,-178.5,0.84,11.09
TheHub-Chair1,160.53,-0.09,#2ca02c,-178.39,0.84,11.09
TheHub-Chair1,172.07,-0.8,#2ca02c,-178.28,0.84,11.09
TheHub-Chair1,184.44,-0.66,#2ca02c,-178.16,0.84,11.09
TheHub-Chair1,197.7,-1.98,#2ca02c,-178.02,0.84,11.09
TheHub-Chair1,211.91,-2.94,#2ca02c,-177.88,0.84,11.09
TheHub-Chair1,227.15,-4.41,#2ca02c,-177.73,0.84,11.09
TheHub-Chair1,243.48,-5.55,#2ca02c,-177.57,0.84,11.09
TheHub-Chair1,260.98,-5.91,#2ca02c,-177.39,0.84,11.09
TheHub-Chair1,279.74,-5.51,#2ca02c,-177.2,0.84,11.09
TheHub-Chair1,299.85,-5.17,#2ca02c,-177.0,0.84,11.09
TheHub-Chair1,321.41,-4.11,#2ca02c,-176.79,0.84,11.09
TheHub-Chair1,344.52,-3.4,#2ca02c,-176.55,0.84,11.09
TheHub-Chair1,369.28,-2.45,#2ca02c,-176.31,0.84,11.09
TheHub-Chair1,395.83,-1.36,#2ca02c,-176.04,0.84,11.09
TheHub-Chair1,424.29,-1.89,#2ca02c,-175.76,0.84,11.09
TheHub-Chair1,454.79,-2.05,#2ca02c,-175.45,0.84,11.09
TheHub-Chair1,487.49,-0.61,#2ca02c,-175.13,0.84,11.09
TheHub-Chair1,522.54,-1.15,#2ca02c,-174.77,0.84,11.09
TheHub-Chair1,560.1,0.39,#2ca02c,-174.4,0.84,11.09
TheHub-Chair1,600.37,-0.5,#2ca02c,-174.0,0.84,11.09
TheHub-Chair1,643.53,1.34,#2ca02c,-173.56,0.84,11.09
TheHub-Chair1,689.79,2.11,#2ca02c,-173.1,0.84,11.09
TheHub-Chair1,739.38,2.85,#2ca02c,-172.61,0.84,11.09
TheHub-Chair1,792.54,2.71,#2ca02c,-172.07,0.84,11.09
TheHub-Chair1,849.51,3.1,#2ca02c,-171.5,0.84,11.09
TheHub-Chair1,910.59,1.75,#2ca02c,-170.89,0.84,11.09
TheHub-Chair1,976.05,-0.38,#2ca02c,-170.24,0.84,11.09
TheHub-Chair1,1046.22,-5.39,#2ca02c,-169.54,0.84,11.09
TheHub-Chair1,1121.43,-12.74,#2ca02c,-168.79,0.84,11.09
TheHub-Chair1,1202.06,-23.49,#2ca02c,-167.98,0.84,11.09
TheHub-Chair1,1288.47,-40.12,#2ca02c,-167.12,0.84,11.09
TheHub-Chair1,1381.1,-62.08,#2ca02c,-166.19,0.84,11.09
TheHub-Chair1,1480.39,-94.73,#2ca02c,-165.2,0.84,11.09
TheHub-Chair1,1586.82,-136.99,#2ca02c,-164.13,0.84,11.09
TheHub-Chair1,1700.9,-194.45,#2ca02c,-162.99,0.84,11.09
TheHub-Chair1,1823.18,-271.96,#2ca02c,-161.77,0.84,11.09
TheHub-Chair1,1954.25,-374.67,#2ca02c,-160.46,0.84,11.09
TheHub-Chair1,2094.74,-508.27,#2ca02c,-159.05,0.84,11.09
TheHub-Chair1,2245.34,-683.97,#2ca02c,-157.55,0.84,11.09
TheHub-Chair1,2406.76,-910.92,#2ca02c,-155.93,0.84,11.09
TheHub-Chair1,2579.78,-1203.86,#2ca02c,-154.2,0.84,11.09
TheHub-Chair1,2765.24,-1582.12,#2ca02c,-152.35,0.84,11.09
TheHub-Chair1,2964.04,-2064.67,#2ca02c,-150.36,0.84,11.09
TheHub-Chair1,3177.13,-2681.29,#2ca02c,-148.23,0.84,11.09
TheHub-Chair1,3405.54,-3466.16,#2ca02c,-145.94,0.84,11.09
TheHub-Chair1,3650.37,-4459.36,#2ca02c,-143.5,0.84,11.09
TheHub-Chair1,3912.8,-5716.95,#2ca02c,-140.87,0.84,11.09
TheHub-Chair1,4194.09,-7308.27,#2ca02c,-138.06,0.84,11.09
TheHub-Chair1,4495.61,-9311.61,#2ca02c,-135.04,0.84,11.09
TheHub-Chair1,4818.81,-11832.98,#2ca02c,-131.81,0.84,11.09
TheHub-Chair1,5165.24,-14999.76,#2ca02c,-128.35,0.84,11.09
TheHub-Chair1,5536.57,-18968.06,#2ca02c,-124.63,0.84,11.09
TheHub-Chair1,5934.6,-23940.73,#2ca02c,-120.65,0.84,11.09
TheHub-Chair1,6361.25,-30159.37,#2ca02c,-116.39,0.84,11.09
TheHub-Chair1,6818.57,-37927.48,#2ca02c,-111.81,0.84,11.09
TheHub-Chair1,7308.77,-47623.15,#2ca02c,-106.91,0.84,11.09
TheHub-Chair1,7834.2,-59709.42,#2ca02c,-101.66,0.84,11.09
TheHub-Chair1,8397.41,-74764.19,#2ca02c,-96.03,0.84,11.09
TheHub-Chair1,9001.12,-93502.29,#2ca02c,-89.99,0.84,11.09
TheHub-Chair1,9648.22,-116806.5,#2ca02c,-83.52,0.84,11.09
TheHub-Chair1,10341.84,-145764.85,#2ca02c,-76.58,0.84,11.09
TheHub-Chair1,11085.33,-181733.03,#2ca02c,-69.15,0.84,11.09
TheHub-Chair1,11882.27,-226375.21,#2ca02c,-61.18,0.84,11.09
TheHub-Chair1,12736.5,-281754.45,#2ca02c,-52.64,0.84,11.09
TheHub-Chair1,13652.14,-350418.1,#2ca02c,-43.48,0.84,11.09
TheHub-Chair1,14633.61,-435514.27,#2ca02c,-33.66,0.84,11.09
TheHub-Chair1,15685.64,-540925.14,#2ca02c,-23.14,0.84,11.09
TheHub-Chair1,16813.31,-671449.89,#2ca02c,-11.87,0.84,11.09
TheHub-Chair1,18022.04,-833009.6,#2ca02c,0.22,0.84,11.09
TheHub-Chair1,19317.66,-1032913.82,#2ca02c,13.18,0.84,11.09
TheHub-CeilingCorner,20.0,-45.75,#ff7f0e,-179.8,0.65,31.65
TheHub-CeilingCorner,21.44,-42.09,#ff7f0e,-179.79,0.65,31.65
TheHub-CeilingCorner,22.98,-38.13,#ff7f0e,-179.77,0.65,31.65
TheHub-CeilingCorner,24.63,-35.79,#ff7f0e,-179.75,0.65,31.65
TheHub-CeilingCorner,26.4,-32.08,#ff7f0e,-179.74,0.65,31.65
TheHub-CeilingCorner,28.3,-28.67,#ff7f0e,-179.72,0.65,31.65
TheHub-CeilingCorner,30.33,-25.89,#ff7f0e,-179.7,0.65,31.65
TheHub-CeilingCorner,32.52,-22.6,#ff7f0e,-179.67,0.65,31.65
TheHub-CeilingCorner,34.85,-20.51,#ff7f0e,-179.65,0.65,31.65
TheHub-CeilingCorner,37.36,-16.57,#ff7f0e,-179.63,0.65,31.65
TheHub-CeilingCorner,40.04,-14.64,#ff7f0e,-179.6,0.65,31.65
TheHub-CeilingCorner,42.92,-11.5,#ff7f0e,-179.57,0.65,31.65
TheHub-CeilingCorner,46.01,-9.83,#ff7f0e,-179.54,0.65,31.65
TheHub-CeilingCorner,49.32,-9.14,#ff7f0e,-179.51,0.65,31.65
TheHub-CeilingCorner,52.86,-7.88,#ff7f0e,-179.47,0.65,31.65
TheHub-CeilingCorner,56.66,-7.7,#ff7f0e,-179.43,0.65,31.65
TheHub-CeilingCorner,60.74,-6.4,#ff7f0e,-179.39,0.65,31.65
TheHub-CeilingCorner,65.1,-7.05,#ff7f0e,-179.35,0.65,31.65
TheHub-CeilingCorner,69.78,-8.36,#ff7f0e,-179.3,0.65,31.65
TheHub-CeilingCorner,74.8,-7.53,#ff7f0e,-179.25,0.65,31.65
TheHub-CeilingCorner,80.18,-9.23,#ff7f0e,-179.2,0.65,31.65
TheHub-CeilingCorner,85.94,-10.86,#ff7f0e,-179.14,0.65,31.65
TheHub-CeilingCorner,92.12,-12.37,#ff7f0e,-179.08,0.65,31.65
TheHub-CeilingCorner,98.74,-11.88,#ff7f0e,-179.01,0.65,31.65
TheHub-CeilingCorner,105.84,-12.74,#ff7f0e,-178.94,0.65,31.65
TheHub-CeilingCorner,113.45,-11.93,#ff7f0e,-178.87,0.65,31.65
TheHub-CeilingCorner,121.6,-12.59,#ff7f0e,-178.78,0.65,31.65
TheHub-CeilingCorner,130.35,-12.28,#ff7f0e,-178.7,0.65,31.65
TheHub-CeilingCorner,139.72,-12.24,#ff7f0e,-178.6,0.65,31.65
TheHub-CeilingCorner,149.76,-12.11,#ff7f0e,-178.5,0.65,31.65
TheHub-CeilingCorner,160.53,-11.64,#ff7f0e,-178.39,0.65,31.65
TheHub-CeilingCorner,172.07,-11.17,#ff7f0e,-178.28,0.65,31.65
TheHub-CeilingCorner,184.44,-10.07,#ff7f0e,-178.16,0.65,31.65
TheHub-CeilingCorner,197.7,-9.12,#ff7f0e,-178.02,0.65,31.65
TheHub-CeilingCorner,211.91,-9.12,#ff7f0e,-177.88,0.65,31.65
TheHub-CeilingCorner,227.15,-9.29,#ff7f0e,-177.73,0.65,31.65
TheHub-CeilingCorner,243.48,-10.94,#ff7f0e,-177.57,0.65,31.65
TheHub-CeilingCorner,260.98,-9.87,#ff7f0e,-177.39,0.65,31.65
TheHub-CeilingCorner,279.74,-11.82,#ff7f0e,-177.2,0.65,31.65
TheHub-CeilingCorner,299.85,-12.06,#ff7f0e,-177.0,0.65,31.65
TheHub-CeilingCorner,321.41,-13.3,#ff7f0e,-176.79,0.65,31.65
TheHub-CeilingCorner,344.52,-12.31,#ff7f0e,-176.55,0.65,31.65
TheHub-CeilingCorner,369.28,-12.32,#ff7f0e,-176.31,0.65,31.65
