position,Frequency_Hz,Magnitude_dB,Color,Phase_deg,STI,STI_Degradation_%
Std8-HostA,28.3,-21.2,#ff7f0e,178.58,0.95,0.0
Std8-HostA,29.3,-21.19,#ff7f0e,21.85,0.95,0.0
Std8-HostA,30.33,-21.46,#ff7f0e,79.56,0.95,0.0
Std8-HostA,31.41,-20.83,#ff7f0e,31.15,0.95,0.0
Std8-HostA,32.52,-20.19,#ff7f0e,8.51,0.95,0.0
Std8-HostA,33.66,-20.57,#ff7f0e,158.52,0.95,0.0
Std8-HostA,34.85,-19.99,#ff7f0e,-5.05,0.95,0.0
Std8-HostA,36.08,-19.85,#ff7f0e,-144.58,0.95,0.0
Std8-HostA,37.36,-19.41,#ff7f0e,23.47,0.95,0.0
Std8-HostA,38.68,-19.07,#ff7f0e,-24.53,0.95,0.0
Std8-HostA,40.04,-18.78,#ff7f0e,54.15,0.95,0.0
Std8-HostA,41.46,-17.67,#ff7f0e,167.02,0.95,0.0
Std8-HostA,42.92,-17.08,#ff7f0e,-165.76,0.95,0.0
Std8-HostA,44.44,-16.94,#ff7f0e,-32.39,0.95,0.0
Std8-HostA,46.01,-15.84,#ff7f0e,135.29,0.95,0.0
Std8-HostA,47.63,-15.79,#ff7f0e,167.16,0.95,0.0
Std8-HostA,49.32,-14.94,#ff7f0e,-22.7,0.95,0.0
Std8-HostA,51.06,-14.65,#ff7f0e,7.11,0.95,0.0
Std8-HostA,52.86,-14.07,#ff7f0e,64.76,0.95,0.0
Std8-HostA,54.73,-13.64,#ff7f0e,105.35,0.95,0.0
Std8-HostA,56.66,-12.82,#ff7f0e,-134.13,0.95,0.0
Std8-HostA,58.66,-13.03,#ff7f0e,-151.75,0.95,0.0
Std8-HostA,60.74,-12.77,#ff7f0e,146.77,0.95,0.0
Std8-HostA,62.88,-12.04,#ff7f0e,111.42,0.95,0.0
Std8-HostA,65.1,-11.33,#ff7f0e,169.43,0.95,0.0
Std8-HostA,67.4,-10.8,#ff7f0e,168.75,0.95,0.0
Std8-HostA,69.78,-10.82,#ff7f0e,138.03,0.95,0.0
Std8-HostA,72.25,-10.73,#ff7f0e,41.86,0.95,0.0
Std8-HostA,74.8,-9.49,#ff7f0e,34.99,0.95,0.0
Std8-HostA,77.44,-9.05,#ff7f0e,-95.67,0.95,0.0
Std8-HostA,80.18,-8.86,#ff7f0e,156.8,0.95,0.0
Std8-HostA,83.01,-8.09,#ff7f0e,-31.47,0.95,0.0
Std8-HostA,85.94,-7.78,#ff7f0e,46.47,0.95,0.0
Std8-HostA,88.98,-6.72,#ff7f0e,170.66,0.95,0.0
Std8-HostA,92.12,-5.78,#ff7f0e,43.25,0.95,0.0
Std8-HostA,95.37,-4.16,#ff7f0e,-103.26,0.95,0.0
Std8-HostA,98.74,-3.4,#ff7f0e,-131.75,0.95,0.0
Std8-HostA,102.23,-2.17,#ff7f0e,-45.28,0.95,0.0
Std8-HostA,105.84,0.29,#ff7f0e,81.85,0.95,0.0
Std8-HostA,109.58,0.18,#ff7f0e,54.01,0.95,0.0
Std8-HostA,113.45,2.19,#ff7f0e,62.81,0.95,0.0
Std8-HostA,117.46,3.94,#ff7f0e,44.51,0.95,0.0
Std8-HostA,121.6,5.13,#ff7f0e,92.73,0.95,0.0
Std8-HostA,125.9,6.25,#ff7f0e,-122.63,0.95,0.0
Std8-HostA,130.35,7.37,#ff7f0e,-64.82,0.95,0.0
Std8-HostA,134.95,7.12,#ff7f0e,-66.53,0.95,0.0
Std8-HostA,139.72,7.71,#ff7f0e,140.9,0.95,0.0
Std8-HostA,144.65,8.02,#ff7f0e,52.27,0.95,0.0
Std8-HostA,149.76,8.31,#ff7f0e,76.84,0.95,0.0
Std8-HostA,155.05,7.97,#ff7f0e,-150.16,0.95,0.0
Std8-HostA,160.53,8.09,#ff7f0e,64.89,0.95,0.0
Std8-HostA,166.2,7.61,#ff7f0e,-67.45,0.95,0.0
Std8-HostA,172.07,6.7,#ff7f0e,124.69,0.95,0.0
Std8-HostA,178.15,5.97,#ff7f0e,172.87,0.95,0.0
Std8-HostA,184.44,6.36,#ff7f0e,-18.73,0.95,0.0
Std8-HostA,190.95,5.58,#ff7f0e,151.43,0.95,0.0
Std8-HostA,197.7,5.12,#ff7f0e,-51.57,0.95,0.0
Std8-HostA,204.68,4.53,#ff7f0e,-39.99,0.95,0.0
Std8-HostA,211.91,4.31,#ff7f0e,-170.91,0.95,0.0
Std8-HostA,219.4,4.19,#ff7f0e,54.39,0.95,0.0
Std8-HostA,227.15,4.22,#ff7f0e,-47.18,0.95,0.0
Std8-HostA,235.17,3.66,#ff7f0e,49.32,0.95,0.0
Std8-HostA,243.48,2.91,#ff7f0e,-101.24,0.95,0.0
Std8-HostA,252.08,3.5,#ff7f0e,64.32,0.95,0.0
Std8-HostA,260.98,2.92,#ff7f0e,97.96,0.95,0.0
Std8-HostA,270.2,2.62,#ff7f0e,152.52,0.95,0.0
Std8-HostA,279.74,2.27,#ff7f0e,33.39,0.95,0.0
Std8-HostA,289.62,2.67,#ff7f0e,68.86,0.95,0.0
Std8-HostA,299.85,2.16,#ff7f0e,-9.35,0.95,0.0
Std8-HostA,310.45,2.07,#ff7f0e,140.01,0.95,0.0
Std8-HostA,321.41,1.94,#ff7f0e,-97.36,0.95,0.0
Std8-HostA,332.76,1.9,#ff7f0e,-30.56,0.95,0.0
Std8-HostA,344.52,1.69,#ff7f0e,-114.33,0.95,0.0
Std8-HostA,356.69,1.64,#ff7f0e,-124.25,0.95,0.0
Std8-HostA,369.28,1.03,#ff7f0e,100.27,0.95,0.0
Std8-HostA,382.33,0.99,#ff7f0e,-168.96,0.95,0.0
Std8-HostA,395.83,0.93,#ff7f0e,-82.38,0.95,0.0
Std8-HostA,409.81,1.47,#ff7f0e,35.53,0.95,0.0
Std8-HostA,424.29,0.84,#ff7f0e,-172.37,0.95,0.0
Std8-HostA,439.28,0.49,#ff7f0e,65.82,0.95,0.0
Std8-HostA,454.79,0.27,#ff7f0e,-102.54,0.95,0.0
Std8-HostA,470.86,0.34,#ff7f0e,94.63,0.95,0.0
Std8-HostA,487.49,0.63,#ff7f0e,-12.04,0.95,0.0
Std8-HostA,504.71,-0.03,#ff7f0e,-159.25,0.95,0.0
Std8-HostA,522.54,0.21,#ff7f0e,165.66,0.95,0.0
Std8-HostA,540.99,-0.05,#ff7f0e,-30.93,0.95,0.0
Std8-HostA,560.1,-0.25,#ff7f0e,-28.12,0.95,0.0
Std8-HostA,579.88,-0.77,#ff7f0e,-154.75,0.95,0.0
Std8-HostA,600.37,-0.48,#ff7f0e,82.11,0.95,0.0
Std8-HostA,621.57,-0.01,#ff7f0e,51.93,0.95,0.0
Std8-HostA,643.53,-0.71,#ff7f0e,77.15,0.95,0.0
Std8-HostA,666.26,-0.55,#ff7f0e,69.93,0.95,0.0
Std8-HostA,689.79,-0.45,#ff7f0e,32.93,0.95,0.0
Std8-HostA,714.16,-0.65,#ff7f0e,-108.62,0.95,0.0
Std8-HostA,739.38,-1.0,#ff7f0e,7.43,0.95,0.0
Std8-HostA,765.5,-0.55,#ff7f0e,-86.48,0.95,0.0
Std8-HostA,792.54,-1.0,#ff7f0e,-158.76,0.95,0.0
Std8-HostA,820.53,-0.85,#ff7f0e,-67.58,0.95,0.0
Std8-HostA,849.51,-0.59,#ff7f0e,-68.4,0.95,0.0
Std8-HostA,879.52,-0.99,#ff7f0e,-21.19,0.95,0.0
Std8-HostA,910.59,-0.8,#ff7f0e,-71.79,0.95,0.0
Std8-HostA,942.75,-1.23,#ff7f0e,174.57,0.95,0.0
Std8-HostA,976.05,-0.64,#ff7f0e,-177.69,0.95,0.0
Std8-HostA,1010.53,-1.49,#ff7f0e,-8.09,0.95,0.0
Std8-HostA,1046.22,-1.26,#ff7f0e,2.65,0.95,0.0
Std8-HostA,1083.17,-1.52,#ff7f0e,80.07,0.95,0.0
Std8-HostA,1121.43,-0.91,#ff7f0e,23.61,0.95,0.0
Std8-HostA,1161.05,-1.15,#ff7f0e,50.39,0.95,0.0
Std8-HostA,1202.06,-1.1,#ff7f0e,138.28,0.95,0.0
Std8-HostA,1244.51,-1.28,#ff7f0e,128.09,0.95,0.0
Std8-HostA,1288.47,-1.43,#ff7f0e,96.76,0.95,0.0
Std8-HostA,1333.98,-1.97,#ff7f0e,-137.95,0.95,0.0
Std8-HostA,1381.1,-1.91,#ff7f0e,125.04,0.95,0.0
Std8-HostA,1429.89,-1.72,#ff7f0e,8.77,0.95,0.0
Std8-HostA,1480.39,-2.17,#ff7f0e,-110.9,0.95,0.0
Std8-HostA,1532.68,-1.73,#ff7f0e,124.22,0.95,0.0
Std8-HostA,1586.82,-1.67,#ff7f0e,131.36,0.95,0.0
Std8-HostA,1642.87,-2.65,#ff7f0e,146.79,0.95,0.0
Std8-HostA,1700.9,-2.15,#ff7f0e,-73.41,0.95,0.0
Std8-HostA,1760.98,-2.07,#ff7f0e,96.64,0.95,0.0
Std8-HostA,1823.18,-2.49,#ff7f0e,-13.8,0.95,0.0
Std8-HostA,1887.58,-1.9,#ff7f0e,-53.03,0.95,0.0
Std8-HostA,1954.25,-1.98,#ff7f0e,130.65,0.95,0.0
Std8-HostA,2023.28,-2.17,#ff7f0e,55.18,0.95,0.0
Std8-HostA,2094.74,-2.09,#ff7f0e,48.38,0.95,0.0
Std8-HostA,2168.73,-1.69,#ff7f0e,177.25,0.95,0.0
Std8-HostA,2245.34,-2.86,#ff7f0e,78.72,0.95,0.0
Std8-HostA,2324.64,-2.93,#ff7f0e,66.56,0.95,0.0
Std8-HostA,2406.76,-2.68,#ff7f0e,16.17,0.95,0.0
Std8-HostA,2491.77,-2.99,#ff7f0e,34.62,0.95,0.0
Std8-HostA,2579.78,-3.01,#ff7f0e,-28.9,0.95,0.0
Std8-HostA,2670.9,-2.9,#ff7f0e,-157.67,0.95,0.0
Std8-HostA,2765.24,-3.74,#ff7f0e,67.59,0.95,0.0
Std8-HostA,2862.92,-3.55,#ff7f0e,-128.74,0.95,0.0
Std8-HostA,2964.04,-3.69,#ff7f0e,37.1,0.95,0.0
Std8-HostA,3068.74,-3.18,#ff7f0e,38.78,0.95,0.0
Std8-HostA,3177.13,-3.58,#ff7f0e,-74.47,0.95,0.0
Std8-HostA,3289.35,-4.46,#ff7f0e,94.31,0.95,0.0
Std8-HostA,3405.54,-4.99,#ff7f0e,-0.22,0.95,0.0
Std8-HostA,3525.83,-5.4,#ff7f0e,171.38,0.95,0.0
Std8-HostA,3650.37,-5.45,#ff7f0e,100.48,0.95,0.0
Std8-HostA,3779.3,-5.56,#ff7f0e,-167.61,0.95,0.0
Std8-HostA,3912.8,-5.95,#ff7f0e,158.9,0.95,0.0
Std8-HostA,4051.0,-6.23,#ff7f0e,47.7,0.95,0.0
Std8-HostA,4194.09,-6.04,#ff7f0e,-88.45,0.95,0.0
Std8-HostA,4342.24,-6.43,#ff7f0e,-98.09,0.95,0.0
Std8-HostA,4495.61,-7.1,#ff7f0e,-74.83,0.95,0.0
Std8-HostA,4654.4,-6.58,#ff7f0e,37.79,0.95,0.0
Std8-HostA,4818.81,-6.75,#ff7f0e,89.73,0.95,0.0
Std8-HostA,4989.02,-7.69,#ff7f0e,75.51,0.95,0.0
Std8-HostA,5165.24,-7.34,#ff7f0e,79.48,0.95,0.0
Std8-HostA,5347.68,-7.8,#ff7f0e,56.89,0.95,0.0
Std8-HostA,5536.57,-7.29,#ff7f0e,-162.12,0.95,0.0
